7425,7942,7086,2473,7216,6942,7099,6057,7205,6534,3007,7579,4903,7620,7075,3401,7417,2653,6778,2709,2893,3095,6645,4338,5065,7044,7498,2523,7190,7358,4465,7238,8354,4736,7132,6109,3768,7043,2767,6756,4990,7195,7674,6081,3222,6972,7375,4020,6673,7692,7661,5920,7146,7282,3665,3738,6772,8069,2916,2685,6325,8216,8145,7002,7988,5133,8003,6552,3863,7410,3330,7007,7054,4031,7088,6916,5528,7589,2796,7282,7601,8050,4454,4896,4756,2450,3937,7360,2453,7768,6591,6709,7264,6775,8046,6092,3838,6775,6989
8333,8425,7283,875,4506,7867,5874,3011,3976,3332,1092,6196,2054,8518,6753,1295,6983,742,3446,1019,1106,1151,8097,1859,2607,4932,6333,717,5350,4795,1928,6164,8517,2043,3703,3271,1542,8260,1026,7564,2358,6887,8544,3120,1198,7816,6231,1819,3356,8378,8279,2878,4467,4442,1483,1515,7729,8484,1040,1034,3340,8569,8498,8339,8418,2632,8524,3280,1613,6258,1232,7524,7381,1833,4552,8110,2355,8523,1085,8284,8443,8471,1888,2123,2026,803,1740,6121,866,8486,3513,6437,3983,7532,8462,3008,1594,6456,8139
6183,6948,3439,1032,3473,5795,3588,2742,2050,2035,1354,3616,2171,6930,3451,1355,3154,946,2055,1209,1044,1369,2936,1797,2590,3747,3133,802,3994,3847,2189,2038,5780,1733,2445,1760,1359,5968,1350,2494,2017,3765,6413,2019,1369,4906,3685,1443,2566,7029,6892,2629,3301,3243,1588,1691,4968,6955,1250,1150,1769,6833,6925,3647,6975,2545,6779,2659,2010,3665,1295,3469,3378,1409,3863,4388,1513,6629,1240,5793,4200,6956,1733,1541,2158,1080,1597,3781,1083,7038,3285,2128,2117,2438,5614,1822,1797,3374,4651
3469,3550,2643,1046,2069,3233,2241,1651,2238,1853,1213,2570,1364,3615,2580,1387,2878,1033,2230,1020,1063,1268,3056,1363,1464,2053,2291,1143,2014,1933,1430,2374,3526,1583,1949,1867,1240,3203,1106,2909,1517,2718,3522,1747,1375,2946,2554,1385,1822,3544,3510,1590,2064,2130,1175,1177,2925,3577,1217,1088,2011,3579,3558,3405,3560,1468,3636,1878,1249,2486,1320,2799,2833,1403,2102,3173,1749,3547,1133,3234,3536,3573,1517,1546,1467,874,1409,2373,1065,3535,1852,2501,2081,2804,3693,1866,1194,2482,3125
4921,5523,3264,1770,2000,4363,2433,2599,2211,2185,1643,2788,2158,5201,3078,1797,2915,1428,2063,2090,1670,1428,4286,2029,2114,2211,2476,1556,2291,2158,1822,2594,5668,2113,2183,1880,1886,4588,1500,3390,2330,3206,4989,1874,1699,4372,2646,2272,2029,5509,5301,2412,1977,2015,1714,1803,3922,5541,1681,2036,1856,5682,5539,4718,5541,2211,5216,1960,1746,2929,1721,3267,3323,2272,2060,4430,2066,5084,1501,4611,5478,5544,1966,2136,1967,1934,2132,2623,1815,5506,1911,2808,2231,3228,5287,2412,1742,2843,4330
2550,3144,2099,595,1467,2390,1773,1224,1627,1430,728,1892,1069,3011,2015,815,2055,521,1587,716,767,758,2355,972,1120,1496,1561,533,1528,1436,952,1938,3073,1070,1501,1414,875,2413,663,2134,1204,2055,2741,1420,753,2338,1761,1006,1347,3140,3066,1175,1454,1552,810,851,2298,3183,770,698,1405,3192,3199,2524,3161,1132,3077,1272,872,1915,794,2211,2178,988,1415,2334,1383,2814,660,2435,3131,3180,1061,1218,1012,659,996,1776,603,3132,1390,2014,1576,2234,2925,1421,849,2004,2379
5218,5767,4453,1523,4333,5339,4612,3570,4822,3461,1898,4619,2995,5497,4491,1932,4363,1475,3512,1539,1624,1925,5285,2554,3337,4385,5716,1389,4562,4474,2835,4475,7032,2719,3846,4369,2374,5560,1763,4724,3087,4434,5512,3365,1939,5008,4370,2408,3671,5576,5375,3596,4303,4091,2175,2285,4964,5801,1722,1546,3278,5766,5827,5067,5737,3311,5627,3639,2440,4730,1953,4836,4790,2365,4398,6498,2753,5455,1700,5732,5514,5785,2723,2553,2852,1873,2367,4480,1509,5613,3956,4947,3795,4620,5367,3009,2274,4853,5517
5136,3883,3946,1638,3385,3838,3091,3297,3697,3566,1897,3853,3030,3832,3578,2185,3693,1584,3538,1808,1895,2008,3709,2497,2983,3398,3838,1637,3586,3497,2618,3208,5035,3063,3857,3591,2331,3958,1804,3397,3431,3837,4876,3770,2235,4422,3766,2706,3681,3651,3496,3277,3364,4118,2190,2334,4281,4057,1995,1821,3313,4921,4119,3559,3970,3046,4049,3556,2323,3895,2241,3554,3622,2686,3425,4270,3115,4044,1813,4208,3568,4044,3045,2976,2719,1611,2641,3392,1735,3805,3380,3326,3832,3329,4640,3373,2308,3362,4009
2962,3351,2405,1186,2132,2862,2590,2106,1841,2189,1408,2693,1816,3184,2387,1451,2874,1096,2189,1218,1206,1398,3044,1569,1981,2339,2240,1018,2403,2230,1724,2814,3637,1687,1848,2048,1526,2916,1394,2714,1829,2377,3076,2061,1375,2737,2510,1778,2304,3356,3357,2068,2143,1950,1554,1629,2709,3344,1283,1235,2067,3362,3333,3075,3358,1969,3168,2274,1780,2727,1400,2660,2576,1791,2198,2998,1707,3078,1340,2896,3356,3348,1587,1642,1753,1075,1700,2581,1167,3345,2490,2916,1863,2667,3382,1884,1708,2915,3017
4610,5075,3638,1225,2576,4410,3077,2062,3470,2845,1541,3384,1897,4875,3580,1796,4399,1042,3258,1502,1902,1369,4373,1711,1893,2872,3879,983,2926,2682,1813,3352,6136,1821,2516,2823,2199,4460,1380,3850,2001,3556,4738,2430,1482,4871,3102,1626,2310,5017,5071,1999,2570,2416,1679,1764,4834,5089,1446,1476,2919,5003,5095,4503,5082,1900,4864,2176,1829,3442,1755,3909,3877,1616,2633,5336,2896,4798,1373,4472,4986,5086,1808,2664,1847,1621,2102,3161,1222,5070,2497,3617,3442,3875,5977,2800,1780,3626,4414
2783,2591,2667,570,1956,2475,2117,1661,2313,2058,728,2185,1333,2485,2282,1157,2549,474,2366,810,905,766,2373,1147,1471,2004,2338,444,2050,2073,1226,1982,3650,1523,2287,1846,1030,2506,663,2337,1523,2775,2626,1806,1004,2705,2422,1329,2031,2524,2408,1612,1946,1931,954,994,2969,2682,880,806,2115,3147,2742,2327,2607,1480,2644,1848,999,2197,1117,2371,2396,1319,2012,2881,1780,2607,657,2642,2453,2666,1196,1548,1276,697,1290,2223,570,2550,1986,2145,2329,2277,3472,1944,965,2172,2554
3659,3569,2893,1164,3067,3815,3104,2477,2753,2537,1425,3254,2106,3527,3320,1560,2941,1013,2408,1204,1203,1447,3565,2050,2371,2933,2860,957,3071,2821,2197,3279,3477,2113,2763,2565,1574,3987,1307,3190,2262,3287,3535,2671,1532,3474,3081,1945,2698,3554,3533,2441,3072,2994,1672,1772,3230,3584,1318,1221,2460,3598,3590,3459,3573,2360,3552,2609,1903,3269,1507,3174,3027,1943,2748,3343,1978,3640,1251,4016,3549,3582,2092,1899,2163,1047,1804,3117,1151,3561,2818,3327,2813,3158,3523,2142,1803,3325,3584
4810,5295,4285,1138,2991,4751,3517,2306,2550,2165,1427,3443,2018,4974,3791,1567,4250,950,2554,1163,1211,1449,4416,2108,2271,3289,3627,809,3405,3047,2180,3428,5958,2011,2500,2016,1738,4857,1269,3996,1984,3902,4970,2096,1509,4426,3341,1940,2295,5284,5048,2246,3004,2694,1753,1839,4405,5317,1328,1185,2227,5855,5319,4797,5306,2268,4988,2287,1948,3525,1549,4279,4216,1916,3066,4886,1788,5180,1251,4760,5252,5316,1949,1868,2187,1099,1912,3325,1130,5275,2680,3819,2448,4292,5374,1970,1842,3799,4527
8039,7999,7311,2939,6238,7187,6678,6170,7044,6716,4031,7008,5550,7919,7140,4466,7078,2691,6661,3452,3774,4164,7090,5209,6091,6534,6908,2480,6818,6614,5291,6688,8828,5472,7095,6213,4645,7267,3744,6312,6124,7196,8154,6229,4221,6695,6693,4864,6856,7971,7901,6296,6206,6194,4668,4790,6857,8239,3921,3471,6392,8528,8342,7436,8071,6161,8250,6701,4718,7177,4369,6331,6343,4886,6522,6776,5829,8046,3801,7531,7791,8167,5289,5317,5465,2762,4754,6715,2927,7997,6846,6714,7123,6172,8765,6132,4871,6822,7480
2592,3169,1620,112,633,2104,1059,254,646,296,164,1189,246,2977,1483,191,1466,88,348,136,161,168,2016,195,202,747,867,78,815,724,209,1179,3197,216,355,279,201,2140,159,1756,257,1557,2635,257,168,2066,1112,172,289,3201,3188,241,630,601,218,241,1920,3162,127,134,325,3110,3097,2464,3245,212,2968,269,155,1224,190,1693,1643,171,697,2131,295,2717,147,2158,3136,3198,234,256,233,118,163,1113,111,3103,334,1291,601,1673,3024,261,224,1291,2045
3713,4467,2821,811,2012,3639,2045,1676,2199,2339,1054,2301,1537,4488,2203,1454,2099,688,2354,1142,1329,1119,3158,1511,1678,1873,2331,711,1912,2109,1490,2221,4782,1657,2058,2054,1623,3682,959,3196,1799,2296,4253,2006,1343,2987,2240,1704,2014,4458,4601,1648,2028,1888,1216,1298,2970,4528,1222,1080,2157,4396,4495,4093,4537,1660,4506,1761,1374,1774,1421,2929,2754,1664,2048,3668,2029,4184,953,3557,4440,4539,1526,1872,1492,952,1787,2046,801,4426,1922,2245,2207,2946,4701,2067,1282,2236,3040
